id,split,V,A,D,text,fil_text_5,emotion_features,emotions
NYTnewswire1_2014_2087,train,0.10000000000000009,0.0,0.050000000000000044,He said he's fine with his role as a reserve outfielder and pinch hitter.,He said hes fine with his role as a reserve outfielder and pinch hitter.,"(0.10000000000000009, 0.0, 0.050000000000000044)",Modest
NYTnewswire1_2093_2129,train,0.19999999999999996,0.0,0.3999999999999999,"""I've done that a lot in my career,""","Ive done that a lot in my career,","(0.19999999999999996, 0.0, 0.3999999999999999)",Aloof
NYTnewswire1_2093_2166,train,0.06000000000000005,0.0,0.06000000000000005,"""I've done that a lot in my career,"" Ochoa said during a conference call.","Ive done that a lot in my career, [NAME] said during a conference call.","(0.06000000000000005, 0.0, 0.06000000000000005)",Reprehensible
NYTnewswire1_2167_2245,train,0.21999999999999997,0.28,0.28,"""Coming in, they've got three great outfielders. I knew that from the get-go.""","Coming in, theyve got three great outfielders. I knew that from the getgo.","(0.21999999999999997, 0.28, 0.28)",Serious
NYTnewswire1_2251_2343,train,0.25,-0.10000000000000009,0.10000000000000009,"Ochoa's new teammates were generally pleased with the move, even if it wasn't a blockbuster.","Ochoas new teammates were generally pleased with the move, even if it wasnt a blockbuster.","(0.25, -0.10000000000000009, 0.10000000000000009)",Modest
NYTnewswire1_2349_2392,train,-0.050000000000000044,0.050000000000000044,0.050000000000000044,"""It's not the big, earth-shattering stuff,""","Its not the big, earthshattering stuff,","(-0.050000000000000044, 0.050000000000000044, 0.050000000000000044)",Reprehensible
NYTnewswire1_2349_2423,train,0.0,-0.05499999999999994,-0.05499999999999994,"""It's not the big, earth-shattering stuff,"" right fielder Tim Salmon said.","Its not the big, earthshattering stuff, right fielder [NAME] said.","(0.0, -0.05499999999999994, -0.05499999999999994)",Repentant
NYTnewswire1_2424_2481,train,-0.25,0.125,0.125,"""But we didn't need something earth-shattering right now.",But we didnt need something earthshattering right now.,"(-0.25, 0.125, 0.125)",Mildly annoyed
NYTnewswire1_2482_2532,train,0.06000000000000005,0.06000000000000005,0.0,It didn't seem like we had a lot of holes to fill.,It didnt seem like we had a lot of holes to fill.,"(0.06000000000000005, 0.06000000000000005, 0.0)",Reprehensible
NYTnewswire1_2533_2606,train,0.25,0.050000000000000044,0.050000000000000044,"It's good, it gives us something we didn't have and we didn't lose much.""","Its good, it gives us something we didnt have and we didnt lose much.","(0.25, 0.050000000000000044, 0.050000000000000044)",Modest
NYTnewswire1_2612_2727,train,0.050000000000000044,0.050000000000000044,0.1499999999999999,--It's because of Molina: The Angels felt they could part with Fabregas because of the play of catcher Jose Molina.,Its because of Molina The Angels felt they could part with Fabregas because of the play of catcher [NAME].,"(0.050000000000000044, 0.050000000000000044, 0.1499999999999999)",Proud and lonely
NYTnewswire1_268_471,train,0.06000000000000005,-0.375,0.0,"ANAHEIM, Calif. -- The Anaheim Angels got help where they felt they needed it most, agreeing to trade for Milwaukee Brewers outfielder Alex Ochoa only hours before Wednesday's nonwaiver trading deadline.","ANAHEIM, Calif.  The Anaheim Angels got help where they felt they needed it most, agreeing to trade for Milwaukee Brewers outfielder [NAME] only hours before Wednesdays nonwaiver trading deadline.","(0.06000000000000005, -0.375, 0.0)",Solemn
NYTnewswire1_2728_2858,train,0.10000000000000009,0.0,0.0,"Molina spent all season at Triple-A Salt Lake before joining the major-league club July 17 to replace his injured brother, Bengie.","Molina spent all season at TripleA Salt Lake before joining the majorleague club July 17 to replace his injured brother, Bengie.","(0.10000000000000009, 0.0, 0.0)",Repentant
NYTnewswire1_2864_3021,test,0.04499999999999993,0.04499999999999993,0.0,"Bengie is expected to be activated from the disabled list today, giving the Angels both Molina brothers on the active major-league roster for the first time.","Bengie is expected to be activated from the disabled list today, giving the Angels both Molina brothers on the active majorleague roster for the first time.","(0.04499999999999993, 0.04499999999999993, 0.0)",Repentant
NYTnewswire1_3027_3091,train,-0.25,-0.25,-0.06000000000000005,"""I feel bad for Jorge, he's a good friend of mine,"" Bengie said.","I feel bad for Jorge, hes a good friend of mine, Bengie said.","(-0.25, -0.25, -0.06000000000000005)",Subdued
NYTnewswire1_3092_3166,train,0.25,0.06000000000000005,0.18500000000000005,"""But they liked the way (Jose) has played and they're giving him a chance.",But they liked the way [NAME] has played and theyre giving him a chance.,"(0.25, 0.06000000000000005, 0.18500000000000005)",Aloof
NYTnewswire1_3167_3223,train,0.6000000000000001,0.6000000000000001,0.10000000000000009,"I'm very excited we'll be on the same team for a while.""",Im very excited well be on the same team for a while.,"(0.6000000000000001, 0.6000000000000001, 0.10000000000000009)",Sexually excited
NYTnewswire1_3229_3348,dev,0.06000000000000005,0.06000000000000005,0.06000000000000005,Jose went into Wednesday's game hitting .304 and had thrown out 33 percent (two of six) of baserunners trying to steal.,[NAME] went into Wednesdays game hitting .304 and had thrown out 33 percent two of six of baserunners trying to steal.,"(0.06000000000000005, 0.06000000000000005, 0.06000000000000005)",Reprehensible
NYTnewswire1_3349_3431,dev,0.1100000000000001,0.0,0.1100000000000001,"Angels pitchers had a 3.33 ERA with Jose catching, better even than Bengie's 3.69.","Angels pitchers had a 3.33 ERA with [NAME] catching, better even than Bengies 3.69.","(0.1100000000000001, 0.0, 0.1100000000000001)",Aloof
NYTnewswire1_3437_3469,train,0.0,0.0,-0.28,"""I just hope they keep me here,""","I just hope they keep me here,","(0.0, 0.0, -0.28)",Shy
NYTnewswire1_3437_3480,train,-0.050000000000000044,-0.10000000000000009,-0.050000000000000044,"""I just hope they keep me here,"" Jose said.","I just hope they keep me here, [NAME] said.","(-0.050000000000000044, -0.10000000000000009, -0.050000000000000044)",Reserved
NYTnewswire1_3486_3604,train,0.16500000000000004,0.16500000000000004,0.16500000000000004,"Ochoa took Fabregas' spot in the roster, but the Angels will have to clear another spot today to make room for Bengie.","[NAME] took Fabregas spot in the roster, but the Angels will have to clear another spot today to make room for Bengie.","(0.16500000000000004, 0.16500000000000004, 0.16500000000000004)",Aloof
NYTnewswire1_3605_3757,train,-0.14500000000000002,-0.14500000000000002,0.0,"Infielder Jose Nieves is likely to be sent down, but since he is out of options, he would have to clear waivers before he could join Triple-A Salt Lake.","[NAME] is likely to be sent down, but since he is out of options, he would have to clear waivers before he could join TripleA Salt Lake.","(-0.14500000000000002, -0.14500000000000002, 0.0)",Reserved
NYTnewswire1_3763_3988,train,-0.125,0.0,-0.06000000000000005,"--Not expected: Fabregas, who hit .193 with no homers and eight RBI in 35 games with the Angels this season, said he was ""surprised and shocked"" to get traded from a pennant contender to a team 22 games out in the NL Central.","Not expected Fabregas, who hit .193 with no homers and eight RBI in 35 games with the Angels this season, said he was surprised and shocked to get traded from a pennant contender to a team 22 games out in the NL Central.","(-0.125, 0.0, -0.06000000000000005)",Repentant
NYTnewswire1_3994_4055,test,0.050000000000000044,0.050000000000000044,0.19999999999999996,"""I understand baseball moves, I've been through this before,""","I understand baseball moves, Ive been through this before,","(0.050000000000000044, 0.050000000000000044, 0.19999999999999996)",Proud and lonely
NYTnewswire1_3994_4118,test,0.1499999999999999,0.10000000000000009,0.1499999999999999,"""I understand baseball moves, I've been through this before,"" said Fabregas, who is headed for his eighth major-league team.","I understand baseball moves, Ive been through this before, said Fabregas, who is headed for his eighth majorleague team.","(0.1499999999999999, 0.10000000000000009, 0.1499999999999999)",Aloof
NYTnewswire1_4119_4221,train,-0.7,-0.050000000000000044,-0.25,"""Obviously I'm disappointed to go from a team playing for first place to a team that isn't contending.",Obviously Im disappointed to go from a team playing for first place to a team that isnt contending.,"(-0.7, -0.050000000000000044, -0.25)",Burdened
NYTnewswire1_4227_4360,train,0.1499999999999999,0.0,-0.050000000000000044,"""I felt like I was a big part of the team. I went through the struggles last year and I wanted to be a part of it in the good times.""",I felt like I was a big part of the team. I went through the struggles last year and I wanted to be a part of it in the good times.,"(0.1499999999999999, 0.0, -0.050000000000000044)",Modest
NYTnewswire1_477_546,train,0.1499999999999999,0.0,-0.050000000000000044,"In addition to Ochoa, the Angels got minor-league catcher Sal Fasano.","In addition to [NAME], the Angels got minorleague catcher [NAME].","(0.1499999999999999, 0.0, -0.050000000000000044)",Modest
NYTnewswire1_547_638,train,0.07000000000000006,0.0,0.07000000000000006,"In return, the Brewers got backup catcher Jorge Fabregas and two players to be named later.","In return, the Brewers got backup catcher [NAME] and two players to be named later.","(0.07000000000000006, 0.0, 0.07000000000000006)",Reprehensible
NYTnewswire1_736_846,train,-0.050000000000000044,0.0,0.0,"In the past week, the Angels deemed outfield depth their biggest need, above adding a reliever to the bullpen.","In the past week, the Angels deemed outfield depth their biggest need, above adding a reliever to the bullpen.","(-0.050000000000000044, 0.0, 0.0)",Reprehensible
NYTnewswire2_1206_1435,train,-0.1499999999999999,0.19999999999999996,-0.19999999999999996,"The Russian team of Yelena Berezhnaya and Anton Sikharulidze narrowly won the gold medal over the Canadians Jamie Sale and David Pelletier, who were later awarded a duplicate gold medal because of the ensuing judging controversy.","The Russian team of [NAME] and [NAME] narrowly won the gold medal over the Canadians [NAME] and [NAME], who were later awarded a duplicate gold medal because of the ensuing judging controversy.","(-0.1499999999999999, 0.19999999999999996, -0.19999999999999996)",Repentant
