id,split,V,A,D,text,fil_text_5
Fermentation_Eminent-Domain_6702_6803,dev,3.1,3.0,3.0,"Sonoma county always was the sheep ranch joke in the era of Napa's well-deserved, early, global fame.","Sonoma county always was the sheep ranch joke in the era of Napas welldeserved, early, global fame."
Fermentation_Eminent-Domain_6875_7009,train,3.33,3.33,3.22,"Together we have led the world into modern viticulture, with the help of UC Davis, and in some pretty good company from other regions.","Together we have led the world into modern viticulture, with the help of UC Davis, and in some pretty good company from other regions."
Fermentation_Eminent-Domain_7012_7057,train,2.75,2.88,3.0,I suppose the new law is all Sacramento hype.,I suppose the new law is all Sacramento hype.
Fermentation_Eminent-Domain_7058_7117,train,3.25,2.62,3.0,But I think it will improve northcoast revenue and dignity.,But I think it will improve northcoast revenue and dignity.
Fermentation_Eminent-Domain_7167_7424,train,2.9,3.0,2.9,"When I was a kid in a county called Solano (not too famous for wines or AVAs) people sometimes would happen by our place asking where rte 37 was, where was Black Pt.; people always were confused how the somewhat neighboring counties had such similar names.","When I was a kid in a county called Solano not too famous for wines or AVAs people sometimes would happen by our place asking where rte 37 was, where was [NAME]. people always were confused how the somewhat neighboring counties had such similar names."
Fermentation_Eminent-Domain_732_1063,train,2.9,2.9,3.1,"According to Noreen Evans, an Assembly sponsor of the bill, this new conjunctive labeling law ""requires that any wine labeled with an American Viticultural Area (AVA) located entirely within Sonoma County - – like Russian River Valley or Dry Creek Valley - must also include the word ""Sonoma County"" on the label, starting in 2014.","According to [NAME], an Assembly sponsor of the bill, this new conjunctive labeling law requires that any wine labeled with an American Viticultural Area AVA located entirely within Sonoma County   like Russian River Valley or Dry Creek Valley  must also include the word Sonoma County on the label, starting in 2014."
Fermentation_Eminent-Domain_7424_7553,train,3.14,3.14,3.0,"Now after several decades in Sonoma county I have learned to appreciate its uniqueness, for its viticulture and other industries.","Now after several decades in Sonoma county I have learned to appreciate its uniqueness, for its viticulture and other industries."
Fermentation_Eminent-Domain_7556_7655,train,2.8,3.1,3.0,The town of Sonoma is on a typical route people follow driving from Solano County to Sonoma County.,The town of Sonoma is on a typical route people follow driving from Solano County to Sonoma County.
Fermentation_Eminent-Domain_7656_7797,train,3.4,3.0,3.2,"The ambience in the town Sonoma is only an enclave; it is rightfully proud of its heritage as a village, and for its viticultural traditions.","The ambience in the town Sonoma is only an enclave it is rightfully proud of its heritage as a village, and for its viticultural traditions."
Fermentation_Eminent-Domain_7798_7969,train,3.0,2.88,3.25,"But Sonoma county encompasses much more territory, and other AVAs within the county are starkly different from the characteristics of Sonoma valley and the town of Sonoma.","But Sonoma county encompasses much more territory, and other AVAs within the county are starkly different from the characteristics of Sonoma valley and the town of Sonoma."
Fermentation_Eminent-Domain_8023_8053,train,3.2,2.9,3.1,Vive la nouveau Sonoma County.,Vive la nouveau Sonoma County.
Fermentation_Eminent-Domain_8087_8128,train,3.1,3.1,3.1,Nick Perdiew said in to JohnLopresti...,Nick Perdiew said in to JohnLopresti
Fermentation_Eminent-Domain_8129_8183,dev,3.5,3.0,3.0,"John, Good of you to comment and good to have dissent.","[NAME], Good of you to comment and good to have dissent."
Fermentation_Eminent-Domain_8184_8290,train,2.7,3.5,2.9,What do you make of the fact that vintners *already* are free to put Sonoma County on any label they want?,What do you make of the fact that vintners already are free to put Sonoma County on any label they want?
Fermentation_Eminent-Domain_8387_8458,train,3.0,3.0,3.12,"If it were effective, wouldn't you already see it virtually everywhere?","If it were effective, wouldnt you already see it virtually everywhere?"
Fermentation_Eminent-Domain_8459_8516,train,2.88,3.0,3.12,"I admit, I don't see the reasoning of your argument here.","I admit, I dont see the reasoning of your argument here."
Fermentation_Eminent-Domain_8517_8592,train,3.0,2.8,3.0,The issue of the costs to vintners is non-trivial too as you can see above.,The issue of the costs to vintners is nontrivial too as you can see above.
Fermentation_Eminent-Domain_8626_8645,dev,3.0,3.1,3.0,Bill Cadman said...,[NAME] said
Fermentation_Eminent-Domain_8646_8840,train,3.1,2.6,3.0,"Tom-- I wonder what the response would be in Napa and Sonoma if the vintners in Fresno convinced the state government to require ""California"" be put on all labels of wine made within California?",[NAME] I wonder what the response would be in Napa and Sonoma if the vintners in Fresno convinced the state government to require California be put on all labels of wine made within California?
Fermentation_Eminent-Domain_8874_8894,train,3.0,2.7,3.0,JohnLopresti said...,JohnLopresti said
Fermentation_Eminent-Domain_8895_9059,train,3.0,3.29,3.14,"These past few years, 'eminent domain' has become a libertarian property rights flashpoint, since the Kelo v New London, CT, case concerning urban renewal polemics.","These past few years, eminent domain has become a libertarian property rights flashpoint, since the [NAME] v New London, CT, case concerning urban renewal polemics."
Fermentation_Eminent-Domain_9060_9092,train,2.8,3.1,3.1,"I can see Tom W's concerns, too.","I can see [NAME] concerns, too."
Fermentation_Eminent-Domain_9095_9340,dev,2.75,2.75,3.12,"There was a counterpoint in the label world after some court cases resulted in a company's revising its grape sourcing to comply with tightened requirements for 75% in-county fruit in order to remain legal in designating the wine as from ""Napa"".",There was a counterpoint in the label world after some court cases resulted in a companys revising its grape sourcing to comply with tightened requirements for 75 incounty fruit in order to remain legal in designating the wine as from Napa.
Fermentation_Eminent-Domain_9341_9503,dev,2.9,3.0,3.1,One rambling article's author counted 16 occurrences of the word Napa on the newly designed label of a famous budget wine producer's 2005 Napa cabernet sauvignon.,One rambling articles author counted 16 occurrences of the word Napa on the newly designed label of a famous budget wine producers 2005 Napa cabernet sauvignon.
Fermentation_Eminent-Domain_9537_9557,train,3.0,2.78,2.78,JohnLopresti said...,JohnLopresti said
Fermentation_Eminent-Domain_9558_9578,train,2.9,2.8,3.1,The links for @2:04:,The links for 204
Fermentation_Eminent-Domain_97_347,test,2.6,3.1,2.9,"I was disappointed, though not surprised, to see that today a conjunctive labeling law dictating that ""Sonoma County"" be placed on every label on wines produced from grapes grown in Sonoma County was unanimously passed by the California Legislature .","I was disappointed, though not surprised, to see that today a conjunctive labeling law dictating that Sonoma County be placed on every label on wines produced from grapes grown in Sonoma County was unanimously passed by the California Legislature ."
Fermentation_Eminent-Domain_9852_9875,train,3.0,2.8,3.0,fredric koeppel said...,[NAME] said
Fermentation_Eminent-Domain_9876_9953,train,2.5,3.1,3.1,what business is it of State government what terminology goes on wine labels?,what business is it of State government what terminology goes on wine labels?
Fermentation_Eminent-Domain_9954_10097,train,2.86,3.0,3.14,"those concerns belong to the federal govt and the TTB, which already mandates, in fairly exhaustive detail, what goes on front and back labels.","those concerns belong to the federal govt and the TTB, which already mandates, in fairly exhaustive detail, what goes on front and back labels."
Fermentation_HR5034_10225_10250,train,3.12,3.25,3.0,"""the latest developments""",the latest developments
Fermentation_HR5034_10252_10300,train,3.2,2.9,3.5,I urge all readers to sign up for those emails .,I urge all readers to sign up for those emails .
Fermentation_HR5034_10301_10423,train,3.1,2.9,3.0,"In the mean time, please checkout the website that spurred the wholesalers to launch their own: http://www.stophr5034.org.","In the mean time, please checkout the website that spurred the wholesalers to launch their own "
